
E0-001-094690404-3,HCL Concerts - Featuring the legendary Violin Sisters,"Epicentre, Sector 44, Gurgaon",702,45,concerts
E0-001-079663708-1,Legal Education And Services Expo,Hotel Ashok,722,43,education
E0-001-093811499-1,Eclat Mega Job Fair,"Lok Kala Manch, Lodhi Road",764,40,education
E0-001-091739526-3@2016081308,MSK MRI WORKSTATION WORKSHOP DELHI INDIA : RADIOLOGY EDUCATION ASIA,"The Taj Mahal Hotel, 1, Mansingh Road, 23026162",650,22,education
E0-001-093441590-8@2016100108,MSK MRI WORKSTATION WORKSHOP DELHI INDIA OCTOBER 1ST/ 2ND 2016: RADIOLOGY EDUCATION ASIA,"The Taj Mahal Hotel, 1, Mansingh Road, 23026162",921,14,education
E0-001-094763095-0,Gurgaon Admissions,India Habitat Centre,836,41,education
E0-001-091435389-5,International Conference on Digital Libraries,India Habitat Centre,520,12,education
E0-001-094792596-4@2016081409,CRSU B.Ed. Admission 2017 - B.Ed. Admission 2017 - B.Ed 2017,Winsoft Education Technologies,960,44,education
E0-001-094914776-4@2016081009,Sharda University B.Tech Admission 2016-2017,Winsoft Education Technologies,510,37,education
E0-001-094960683-2,IDP's Australian Education fair,Le Meridien - New Delhi,633,19,education
E0-001-094943472-1,IDP's Australian Education Fair,Leisure Valley Ground,859,21,education
E0-001-079663708-1,Legal Education And Services Expo,Hotel Ashok,640,26,education
E0-001-093811499-1,Eclat Mega Job Fair,"Lok Kala Manch, Lodhi Road",579,15,education
E0-001-091739526-3@2016081308,MSK MRI WORKSTATION WORKSHOP DELHI INDIA : RADIOLOGY EDUCATION ASIA,"The Taj Mahal Hotel, 1, Mansingh Road, 23026162",715,31,education
E0-001-093441590-8@2016100108,MSK MRI WORKSTATION WORKSHOP DELHI INDIA OCTOBER 1ST/ 2ND 2016: RADIOLOGY EDUCATION ASIA,"The Taj Mahal Hotel, 1, Mansingh Road, 23026162",501,28,education
E0-001-094763095-0,Gurgaon Admissions,India Habitat Centre,900,24,education
E0-001-091435389-5,International Conference on Digital Libraries,India Habitat Centre,916,43,education
E0-001-091435389-5,International Conference on Digital Libraries,India Habitat Centre,878,48,education
E0-001-091894983-0,International Conference on Management Practices & Research,"Apeejay School of Management, New Delhi",980,42,education
E0-001-089910174-2,World Trauma Congress,Vigyan Bhawan,720,37,education
E0-001-085158790-4,International Conference on Technologically Advanced Materials and Asian Meeting on Ferroelectricity,University of Delhi,823,36,education
E0-001-094606458-5,"Lee Kuan Yew School of Public Policy (NUS), Delhi Information Session 2016",India International Centre,609,22,education
E0-001-088674384-9@2016090109,Mega Anti Obesity Camp and Group Meeting on 09th January 2016 New Delhi,New Dehli,695,10,education
E0-001-094746337-6@2016071621,"4 Days PMP Certification Training(Join our upcoming batch on 16 July 2016) @10,450*",Gujarat Vihar,967,39,education
E0-001-091936239-3@2016103118,World Conference Alerts :Conference Alerts Delhi,NSIC New Delhi,928,26,education
E0-001-092170039-2,FITEX INDIA India's Biggest Fitness Exhibition,India Expo Centre EXPO XXI,935,48,education
E0-001-091051860-7@2016110200,Revit Drafting Services | Revitmart,New Dehli,930,13,education
E0-001-092090889-0,1st International Agrobiodiversity Congress 2016,NASC Complex,975,43,science
E0-001-091396572-7@2016080109,Apache Spark Training at Delhi for Rs 23999/- + ST,Delhi,951,45,science
E0-001-094654826-3,Grohe,Indira Gandhi International Airport,653,10,science
E0-001-093931754-0@2016071409,Summer Training Programme on CCNA by NNSC and eCELL IIT KanpurSummer Training Programme on CCNA by NNSC and eCELL IIT Kanpur,Venue Name,680,38,science
E0-001-094599913-2,3D Printing Workshop by IOT NCR & Banaao (paid event)...,"91 SPringboard,",712,16,science
E0-001-094170940-7@2016071810,Coding For Kids,Coding Zen,581,13,science
E0-001-094910308-9@2016081210,India-Korea ICT Collaboration,"C-01, Academic Building",906,47,science
E0-001-088674384-9@2016090109,Mega Anti Obesity Camp and Group Meeting on 09th January 2016 New Delhi,New Dehli,684,41,science
E0-001-094914852-3,Learn SQL Azure and Windows Powershell by MVPs,Microsoft Corporation (India) Pvt Ltd,613,45,science
E0-001-094726811-5,Branch Developer Session @ Investopad,Investopad,814,19,science
E0-001-092090889-0,1st International Agrobiodiversity Congress 2016,NASC Complex,958,20,science
E0-001-091396572-7@2016080109,Apache Spark Training at Delhi for Rs 23999/- + ST,Delhi,930,40,science
E0-001-094910308-9@2016081210,India-Korea ICT Collaboration,"C-01, Academic Building",524,38,science
E0-001-094654826-3,Grohe,Indira Gandhi International Airport,632,27,science
E0-001-094170940-7@2016071810,Coding For Kids,Coding Zen,784,42,science
E0-001-093931754-0@2016071409,Summer Training Programme on CCNA by NNSC and eCELL IIT KanpurSummer Training Programme on CCNA by NNSC and eCELL IIT Kanpur,Venue Name,838,40,science
E0-001-088674384-9@2016090109,Mega Anti Obesity Camp and Group Meeting on 09th January 2016 New Delhi,New Dehli,783,27,science
E0-001-094914852-3,Learn SQL Azure and Windows Powershell by MVPs,Microsoft Corporation (India) Pvt Ltd,677,10,science
E0-001-094726811-5,Branch Developer Session @ Investopad,Investopad,564,10,science
E0-001-094599913-2,3D Printing Workshop by IOT NCR & Banaao (paid event)...,"91 SPringboard,",608,34,science
E0-001-075879583-3,International Engineering & Technology Fair,Paragati Maidan,763,44,technology
E0-001-075836505-8,Zak Glass Technology Expo,Paragati Maidan,774,15,technology
E0-001-091135230-9,Electrical Building Technology India,Paragati Maidan,660,39,technology
E0-001-070745825-9,Medical Technology Conference,ITC Hotel Maurya Sheraton & Towers,820,36,technology
E0-001-092125911-7,Food & Technology Expo 2016,Paragati Maidan,568,27,technology
E0-001-090741036-9,India UK Technology Summit & Knowledgexpo,Paragati Maidan,541,35,technology
E0-001-089083693-3,INDIA INTERNATIONAL CONFERENCE ON INFORMATION PROCESSING,Delhi Technological University,538,43,technology
E0-001-094914776-4@2016081009,Sharda University B.Tech Admission 2016-2017,Winsoft Education Technologies,901,12,technology
E0-001-094792596-4@2016081409,CRSU B.Ed. Admission 2017 - B.Ed. Admission 2017 - B.Ed 2017,Winsoft Education Technologies,880,22,technology
E0-001-092235362-3,International Symposium on Plasticity and Impact Mechanics,Indian Institute of Technology Delhi,976,24,technology
E0-001-075879583-3,International Engineering & Technology Fair,Paragati Maidan,927,15,technology
E0-001-075836505-8,Zak Glass Technology Expo,Paragati Maidan,876,41,technology
E0-001-070745825-9,Medical Technology Conference,ITC Hotel Maurya Sheraton & Towers,808,12,technology
E0-001-091135230-9,Electrical Building Technology India,Paragati Maidan,581,10,technology
E0-001-092125911-7,Food & Technology Expo 2016,Paragati Maidan,756,28,technology
E0-001-090741036-9,India UK Technology Summit & Knowledgexpo,Paragati Maidan,885,24,technology
E0-001-089083693-3,INDIA INTERNATIONAL CONFERENCE ON INFORMATION PROCESSING,Delhi Technological University,978,35,technology
E0-001-094914776-4@2016081009,Sharda University B.Tech Admission 2016-2017,Winsoft Education Technologies,628,31,technology
E0-001-094792596-4@2016081409,CRSU B.Ed. Admission 2017 - B.Ed. Admission 2017 - B.Ed 2017,Winsoft Education Technologies,866,46,technology
E0-001-092235362-3,International Symposium on Plasticity and Impact Mechanics,Indian Institute of Technology Delhi,878,39,technology
E0-001-091198659-5,Moksha 2016 | NSIT Delhi,Netaji Subhas Institute Of Technology,952,37,technology
E0-001-091794620-7@2016091709,CCA-V training,"JMD Megapolis IT Park Unit 662, Block-C, 6th Floor, Sector 48",538,42,technology
E0-001-094465405-6,Free Social Media Management Tool,Greater Noida,521,16,technology
E0-001-094808058-7,Delhi Mini Maker Faire,IIITD,714,26,technology
E0-001-090581154-6,International Conference on Communication and Computing Systems,dronacharya collge of engineering,746,34,technology
E0-001-090243894-4,Opt for Well-Experienced Online Marketing Company in India,delhi,718,19,technology
E0-001-094568183-5@2016111108,Technoxian - 2016,NSIC New Delhi,663,42,technology
E0-001-094089686-7@2016071409,Get MLM Software At Very Reasonable Price,"THE Lalit , New Delhi",787,35,technology
E0-001-086207803-1@2016071410,Online Java Programming Training,Navi Mumbai,629,41,technology
E0-001-094310545-6@2016072309,Cloud Computing Training @12000*,Gujarat Vihar,827,33,technology
E0-001-094568183-5@2016111108,Technoxian - 2016,NSIC New Delhi,991,33,technology
E0-001-092506789-7@2016071609,EC-Council Training,cloudsa solutions,743,29,technology
E0-001-085158790-4,International Conference on Technologically Advanced Materials and Asian Meeting on Ferroelectricity,University of Delhi,688,12,technology
E0-001-093303314-1,Tragopan Security Service,Serendipity Haveli,703,50,technology
E0-001-090013558-4,LED EXPO INDIA - DEHLI 2016,India Expo Centre EXPO XXI,577,20,technology
E0-001-094135742-6@2017032122,Automotive Engineering Show New Delhi,Paragati Maidan,902,17,technology
E0-001-092235392-4,PyCon India,"Sirifort Auditorium,",636,16,technology
E0-001-089463659-9,USCEI,kamani auditorium,568,43,technology
E0-001-094860560-5,IndiaCorr Expo - SinoCorrugated,Paragati Maidan,674,10,technology
E0-001-090220393-1,The Office Expo,Paragati Maidan,694,25,technology
E0-001-093689658-7,LOGISTICS 2017,India Expo Centre EXPO XXI,873,40,technology
E0-001-088782391-1@2016072910,Office Expo 2016,Paragati Maidan,698,27,technology
E0-001-093688329-1@2016072910,The Office Expo,Paragati Maidan,952,22,technology
E0-001-092145678-3@2016072210,International Agriculture & Horti Expo 2016,Paragati Maidan,658,21,technology
E0-001-093489942-9@2016082710,Gartex India,Paragati Maidan,687,50,technology
E0-001-090092242-1,FAMEX India,India Expo Centre EXPO XXI,708,13,technology
E0-001-093931754-0@2016071409,Summer Training Programme on CCNA by NNSC and eCELL IIT KanpurSummer Training Programme on CCNA by NNSC and eCELL IIT Kanpur,Venue Name,962,46,technology
E0-001-091936239-3@2016103118,World Conference Alerts :Conference Alerts Delhi,NSIC New Delhi,557,27,technology
E0-001-092071447-7@2016082110,ABAS Global Trade Fair 2016,Paragati Maidan,518,35,technology
E0-001-091051860-7@2016110200,Revit Drafting Services | Revitmart,New Dehli,986,25,technology
E0-001-081644192-0,Rit Conferences,India International Centre,817,50,conferences
E0-001-077978004-9,India International Exhibition & Conference,Paragati Maidan,947,48,conferences
E0-001-070745825-9,Medical Technology Conference,ITC Hotel Maurya Sheraton & Towers,812,26,conferences
E0-001-079101064-1,RE-Invest Conference,TBA,573,35,conferences
E0-001-091435389-5,International Conference on Digital Libraries,India Habitat Centre,729,46,conferences
E0-001-091894983-0,International Conference on Management Practices & Research,"Apeejay School of Management, New Delhi",973,47,conferences
E0-001-090046696-1,International Conference on Supply Chain & Logistics Management,BIMTECH Campus,963,46,conferences
E0-001-090581154-6,International Conference on Communication and Computing Systems,dronacharya collge of engineering,544,46,conferences
E0-001-089083693-3,INDIA INTERNATIONAL CONFERENCE ON INFORMATION PROCESSING,Delhi Technological University,516,35,conferences
E0-001-075871795-0,International Exhibition and Conference on Pulp and Paper Industry,Paragati Maidan,715,16,conferences
E0-001-081644192-0,Rit Conferences,India International Centre,672,43,conferences
E0-001-077978004-9,India International Exhibition & Conference,Paragati Maidan,923,45,conferences
E0-001-070745825-9,Medical Technology Conference,ITC Hotel Maurya Sheraton & Towers,758,19,conferences
E0-001-079101064-1,RE-Invest Conference,TBA,825,40,conferences
E0-001-091435389-5,International Conference on Digital Libraries,India Habitat Centre,524,15,conferences
E0-001-091894983-0,International Conference on Management Practices & Research,"Apeejay School of Management, New Delhi",527,29,conferences
E0-001-090046696-1,International Conference on Supply Chain & Logistics Management,BIMTECH Campus,561,23,conferences
E0-001-090581154-6,International Conference on Communication and Computing Systems,dronacharya collge of engineering,854,16,conferences
E0-001-089083693-3,INDIA INTERNATIONAL CONFERENCE ON INFORMATION PROCESSING,Delhi Technological University,972,18,conferences
E0-001-075871795-0,International Exhibition and Conference on Pulp and Paper Industry,Paragati Maidan,875,18,conferences
E0-001-085158790-4,International Conference on Technologically Advanced Materials and Asian Meeting on Ferroelectricity,University of Delhi,943,27,conferences
E0-001-091936239-3@2016103118,World Conference Alerts :Conference Alerts Delhi,NSIC New Delhi,553,44,conferences
E0-001-088497088-3@2016080617,DomainX™ 2016 Conference,Shangri-la Hotel - New Delhi,595,39,conferences
E0-001-078743013-0,Delhi MBA Conference,Sapient,654,33,conferences
E0-001-080778360-2,Tech Hr Conference & Expo,The Leela Kempinski Gurgaon Hotel,997,38,conferences
E0-001-092233116-2,Unmanned Systems Conference & Exhibition India,kamani auditorium,996,18,conferences
E0-001-089910174-2,World Trauma Congress,Vigyan Bhawan,813,49,conferences
E0-001-092235362-3,International Symposium on Plasticity and Impact Mechanics,Indian Institute of Technology Delhi,661,47,conferences
E0-001-085158749-0,Isksaa Global Summit,The Leela Kempinski Gurgaon Hotel,516,45,conferences
E0-001-070737710-3,India Summit,"The Taj Mahal Hotel, 1, Mansingh Road, 23026162",686,19,conferences
E0-001-090370814-1,Annual Event for 10times - Lets Grow 100X,kabira bhawan,673,42,conferences
E0-001-092235362-3,International Symposium on Plasticity and Impact Mechanics,Indian Institute of Technology Delhi,625,36,conferences
E0-001-087127265-7,World of Aqua,Paragati Maidan,685,23,conferences
E0-001-081917056-4,International Seminar On India Score Card,Habitat World,897,20,conferences
E0-001-028189723-1,INDIA RUBBER EXPO 2017,India Expo Centre EXPO XXI,597,41,conferences
E0-001-089463908-2,International Congress on Nanotechnology and Mechanical Engineering,Orchid Garden,624,50,conferences
E0-001-089286361-2,IFSEC India,Paragati Maidan,850,25,conferences
E0-001-091135473-2,Imtc Asia,JW Marriott Hotel New Delhi,786,11,conferences
E0-001-090974763-8,International Agrobiodiversity Congress,Vigyan Bhawan,607,24,conferences
E0-001-091894185-6,The Food and Hotel Show India,Paragati Maidan,921,35,conferences
E0-001-087127265-7,World of Aqua,Paragati Maidan,887,50,conferences
E0-001-092235392-4,PyCon India,"Sirifort Auditorium,",509,16,conferences
E0-001-089936131-7,2nd International Conference on Central Nervous System Disorders and Therapeutics,"United Westend, Punjabi Bagh",559,16,conferences
E0-001-094345129-4@2016102209,International Conference on Law and Policy,India Habitat Centre,518,21,conferences
E0-001-094353698-4,Ruby Conference,Bikaji Cama Place,524,26,conferences
E0-001-089687386-6,International Conference on Interventional Cardiology,Holiday Inn,870,36,conferences
E0-001-018910897-8,PETROTECH 2016,Paragati Maidan,589,28,conferences
E0-001-093907421-0,P4 EXPO INDIA 2017,India Expo Centre EXPO XXI,827,49,conferences
E0-001-093688419-3@2016072910,Stationery World Expo,Paragati Maidan,693,29,conferences
E0-001-093288610-2,Personalized medicine-2016,USA,506,26,conferences
E0-001-091263133-7,TheHeritageSchool,"The Heritage School,",719,19,conferences
E0-001-092199593-6,IGDTU,IGDTUW,913,34,conferences
E0-001-093710715-2,BMU,GD Goenka University,802,28,conferences
E0-001-093534466-1,AIIMS,All India Institute of Medical Sciences (AIIMS) Campus,622,42,conferences
E0-001-093125581-9,FMS,Jagan Institute of Management Studies,729,12,conferences
E0-001-092918026-6,CBPGEC,New Delhi,681,31,conferences
E0-001-093710650-6,Delhi,Real Estate,927,43,conferences
E0-001-092575988-2,NorthcapUniversity,Sector 23 A,875,42,conferences
E0-001-092576013-4,PWS,Pathways World School,877,43,conferences
E0-001-091702515-1,Youth@DPSRKPuram,DPS R.K Puram,812,29,conferences
E0-001-094792596-4@2016081409,CRSU B.Ed. Admission 2017 - B.Ed. Admission 2017 - B.Ed 2017,Winsoft Education Technologies,599,18,education
E0-001-094914776-4@2016081009,Sharda University B.Tech Admission 2016-2017,Winsoft Education Technologies,697,34,education
E0-001-094960683-2,IDP's Australian Education fair,Le Meridien - New Delhi,538,27,education
E0-001-094943472-1,IDP's Australian Education Fair,Leisure Valley Ground,646,45,education
E0-001-079663708-1,Legal Education And Services Expo,Hotel Ashok,628,32,education
E0-001-093811499-1,Eclat Mega Job Fair,"Lok Kala Manch, Lodhi Road",972,46,education
E0-001-091739526-3@2016081308,MSK MRI WORKSTATION WORKSHOP DELHI INDIA : RADIOLOGY EDUCATION ASIA,"The Taj Mahal Hotel, 1, Mansingh Road, 23026162",939,50,education
E0-001-093441590-8@2016100108,MSK MRI WORKSTATION WORKSHOP DELHI INDIA OCTOBER 1ST/ 2ND 2016: RADIOLOGY EDUCATION ASIA,"The Taj Mahal Hotel, 1, Mansingh Road, 23026162",601,48,education
E0-001-094763095-0,Gurgaon Admissions,India Habitat Centre,774,34,education
E0-001-091435389-5,International Conference on Digital Libraries,India Habitat Centre,741,42,education
E0-001-094792596-4@2016081409,CRSU B.Ed. Admission 2017 - B.Ed. Admission 2017 - B.Ed 2017,Winsoft Education Technologies,744,18,education
E0-001-094914776-4@2016081009,Sharda University B.Tech Admission 2016-2017,Winsoft Education Technologies,911,50,education
E0-001-094960683-2,IDP's Australian Education fair,Le Meridien - New Delhi,984,27,education
E0-001-094943472-1,IDP's Australian Education Fair,Leisure Valley Ground,806,20,education
E0-001-079663708-1,Legal Education And Services Expo,Hotel Ashok,887,42,education
E0-001-093811499-1,Eclat Mega Job Fair,"Lok Kala Manch, Lodhi Road",747,31,education
E0-001-091739526-3@2016081308,MSK MRI WORKSTATION WORKSHOP DELHI INDIA : RADIOLOGY EDUCATION ASIA,"The Taj Mahal Hotel, 1, Mansingh Road, 23026162",722,44,education
E0-001-093441590-8@2016100108,MSK MRI WORKSTATION WORKSHOP DELHI INDIA OCTOBER 1ST/ 2ND 2016: RADIOLOGY EDUCATION ASIA,"The Taj Mahal Hotel, 1, Mansingh Road, 23026162",529,17,education
E0-001-094763095-0,Gurgaon Admissions,India Habitat Centre,995,31,education
E0-001-091435389-5,International Conference on Digital Libraries,India Habitat Centre,751,19,education
E0-001-078743013-0,Delhi MBA Conference,Sapient,852,29,education
E0-001-091435389-5,International Conference on Digital Libraries,India Habitat Centre,500,26,education
E0-001-091894983-0,International Conference on Management Practices & Research,"Apeejay School of Management, New Delhi",747,16,education
E0-001-085158790-4,International Conference on Technologically Advanced Materials and Asian Meeting on Ferroelectricity,University of Delhi,518,26,education
E0-001-088674384-9@2016090109,Mega Anti Obesity Camp and Group Meeting on 09th January 2016 New Delhi,New Dehli,965,47,education
E0-001-091985122-2@2016071400,NGF College of Engineering & Technology,NGF College of Engineering & Technology,964,42,education
E0-001-091985123-1@2016071400,NGF College of Engineering & Technology,NGF College of Engineering & Technology,690,17,education
E0-001-094606458-5,"Lee Kuan Yew School of Public Policy (NUS), Delhi Information Session 2016",India International Centre,733,41,education
E0-001-094746337-6@2016071621,"4 Days PMP Certification Training(Join our upcoming batch on 16 July 2016) @10,450*",Gujarat Vihar,548,27,education
E0-001-092170039-2,FITEX INDIA India's Biggest Fitness Exhibition,India Expo Centre EXPO XXI,798,42,education
E0-001-092170039-2,FITEX INDIA India's Biggest Fitness Exhibition,India Expo Centre EXPO XXI,641,30,education
E0-001-091051860-7@2016110200,Revit Drafting Services | Revitmart,New Dehli,583,30,education
E0-001-094411347-0,Indian Women Convention & Awards 2016,Hotel Ramada,611,49,education
E0-001-093814227-7,SEMINAR ABOUT ESTABLISHING BUSINESS IN CANADA,Taj Palace,698,36,education
E0-001-093777947-2@2016110509,2 Days Design Thinking Workshop In Delhi,Novotel New Delhi Aerocity,981,31,education
E0-001-094768357-2@2016080609,Certified Scrum Master Training in Delhi,delhi,710,27,education
E0-001-094764524-4,Certified Scrum Master Training in Delhi,New Dehli,847,33,education
E0-001-088497088-3@2016080617,DomainX™ 2016 Conference,Shangri-la Hotel - New Delhi,648,27,education
E0-001-092614671-1,GALLERYSKE New Delhi: Devika Daulet Singh and Dia Mehta Bhupal | In Conversation,GallerySKE,880,47,education
E0-001-094834927-7,Special Interest Introduction to The Landmark Forum for the Legal Community,Ramnath House,567,39,education
E0-001-092090889-0,1st International Agrobiodiversity Congress 2016,NASC Complex,713,29,science
E0-001-091396572-7@2016080109,Apache Spark Training at Delhi for Rs 23999/- + ST,Delhi,567,47,science
E0-001-094910308-9@2016081210,India-Korea ICT Collaboration,"C-01, Academic Building",786,21,science
E0-001-094599913-2,3D Printing Workshop by IOT NCR & Banaao (paid event)...,"91 SPringboard,",794,34,science
E0-001-088674384-9@2016090109,Mega Anti Obesity Camp and Group Meeting on 09th January 2016 New Delhi,New Dehli,812,40,science
E0-001-094654826-3,Grohe,Indira Gandhi International Airport,618,23,science
E0-001-094170940-7@2016071810,Coding For Kids,Coding Zen,626,16,science
E0-001-093931754-0@2016071409,Summer Training Programme on CCNA by NNSC and eCELL IIT KanpurSummer Training Programme on CCNA by NNSC and eCELL IIT Kanpur,Venue Name,838,23,science
E0-001-094914852-3,Learn SQL Azure and Windows Powershell by MVPs,Microsoft Corporation (India) Pvt Ltd,513,14,science
E0-001-094726811-5,Branch Developer Session @ Investopad,Investopad,556,19,science
E0-001-092090889-0,1st International Agrobiodiversity Congress 2016,NASC Complex,540,25,science
E0-001-091396572-7@2016080109,Apache Spark Training at Delhi for Rs 23999/- + ST,Delhi,649,13,science
E0-001-094910308-9@2016081210,India-Korea ICT Collaboration,"C-01, Academic Building",915,25,science
