
Con Brio,Humphrey's Concerts By The Bay,concerts
Michelle Lundeen,Humphrey's Concerts By The Bay,concerts
"Wang Chung, A Flock of Seagulls, Naked Eyes, Tommy Tutone, Dramarama, The Motels feat. Martha Davis, Cutting Crew",Humphrey's Concerts By The Bay,concerts
Cadillac Wreckers,Humphrey's Concerts By The Bay,concerts
Backwater Blues,Humphrey's Concerts By The Bay,concerts
Backwater Blues,Humphrey's Concerts By The Bay,concerts
Felipe Esparza,Humphrey's Concerts By The Bay,concerts
Bayou Bros.,Humphrey's Concerts By The Bay,concerts
Missy Anderson,Humphrey's Concerts By The Bay,concerts
Cyndi Lauper,Humphrey's Concerts By The Bay,concerts
Jackson Browne,Humphrey's Concerts By The Bay,concerts
Cyndi Lauper,Humphrey's Concerts By The Bay,concerts
Jackson Browne,Humphrey's Concerts By The Bay,concerts
Govt Mule with Blackberry Smoke,Humphrey's Concerts By The Bay,concerts
Willie Nelson,Humphrey's Concerts By The Bay,concerts
The Mavericks,Humphrey's Concerts By The Bay,concerts
Young's Market CRA Summer Bash 2016,Humphrey's Concerts By The Bay,concerts
Andra Day,Humphrey's Concerts By The Bay,concerts
Leon Bridges,Humphrey's Concerts By The Bay,concerts
Yes,Humphrey's Concerts By The Bay,concerts
Paula Poundstone,Humphrey's Concerts By The Bay,concerts
Tracy Morgan - For Mature Audiences Only,Humphrey's Concerts By The Bay,concerts
Australian Pink Floyd Show,Humphrey's Concerts By The Bay,concerts
Air Supply,Humphrey's Concerts By The Bay,concerts
The Temptations and the Four Tops,Humphrey's Concerts By The Bay,concerts
Aaron Lewis,Humphrey's Concerts By The Bay,concerts
The Mavericks,Humphrey's Concerts By The Bay,concerts
Young's Market CRA Summer Bash 2016,Humphrey's Concerts By The Bay,concerts
Andra Day,Humphrey's Concerts By The Bay,concerts
Dave Koz,Humphrey's Concerts By The Bay,concerts
Kamasi Washington,Humphrey's Concerts By The Bay,concerts
Kamasi Washington,Humphrey's Concerts By The Bay,concerts
ZZ Top,Humphrey's Concerts By The Bay,concerts
Jackson Browne: Solo Acoustic Tour,Humphrey's Concerts By The Bay,concerts
The Fab Four - The Ultimate Beatles Tribute,Humphrey's Concerts By The Bay,concerts
Dave Koz,Humphrey's Concerts By The Bay,concerts
Gary Clark Jr.,Humphrey's Concerts By The Bay,concerts
Trombone Shorty and Orleans Avenue with Sharon Jones and The Dap-Kings,Humphrey's Concerts By The Bay,concerts
Straight No Chaser,Humphrey's Concerts By The Bay,concerts
Gipsy Kings,Humphrey's Concerts By The Bay,concerts
Aaron Lewis,Humphrey's Concerts By The Bay,concerts
Russell Peters Live,Humphrey's Concerts By The Bay,concerts
Culture Club,Humphrey's Concerts By The Bay,concerts
The Fab Four - The Ultimate Beatles Tribute,Humphrey's Concerts By The Bay,concerts
Tower of Power,Humphrey's Concerts By The Bay,concerts
ZZ Top,Humphrey's Concerts By The Bay,concerts
Jackson Browne: Solo Acoustic Tour,Humphrey's Concerts By The Bay,concerts
Ben Harper,Humphrey's Concerts By The Bay,concerts
America,Humphrey's Concerts By The Bay,concerts
Tears for Fears,Humphrey's Concerts By The Bay,concerts
Ingrid Michaelson,Humphrey's Concerts By The Bay,concerts
Gary Clark Jr. - The Story of Sonny Boy Slim Tour,Humphrey's Concerts By The Bay,concerts
Songs of the Angels at Sunset Encinitas Oceanview Wine Reception and Concert,San Diego County Library - Encinitas Branch,concerts
San Diego Children’s Discovery Museum invites the Community to its 1st Annual Summer Concert Series,San Diego Children's Discovery Museum,concerts
Dreamworks Animation in Concert,Embarcadero Marina Park South,concerts
Peter Mayer Concert,Unitarian Universalist Fellowship of San Dieguito,concerts
Coronado Concert Band,Twilight in the Park,concerts
The Ultimate Stones,Santee Summer Concert Series- Town Center Community Park East,concerts
Caliber,Santee Summer Concert Series- Town Center Community Park East,concerts
"Whitney Shay & Robin Henkel (5:30pm), Bill Magee (7pm)",Santee Summer Concert Series- Town Center Community Park East,concerts
James Kruk & The Big Boss Men,Santee Summer Concert Series- Town Center Community Park East,concerts
Southbound Jonny,Santee Summer Concert Series- Town Center Community Park East,concerts
Back to the Garden,Santee Summer Concert Series- Town Center Community Park East,concerts
Santee Bluegrass Festival,Santee Summer Concert Series- Town Center Community Park East,concerts
LIVE in Concert: Kellie Pickler,Moonshine Beach,concerts
LIVE in Concert: Craig Morgan,Moonshine Flats,concerts
LIVE in Concert: Lindsay Ell,Moonshine Flats,concerts
Breakthrough Concert and Dance Party,Seaside Center for Spiritual Living,concerts
LIVE in Concert: Aaron Watson,Moonshine Beach,concerts
LIVE in Concert: Cowboy Troy,Moonshine Beach,concerts
A Classy Country Benefit Concert,"Postal code 92101, US",concerts
Lad's Holiday,710 Beach Club,concerts
Skyler Lutes- Crucial Blend,710 Beach Club,concerts
Kimmi Bitter,House Of Blues - San Diego,concerts
THE VERIGOLDS - GARDEN ECHO,Soda Bar,concerts
The Routine,De Oro Mine Co.,concerts
BIG GOAT,The Second Wind,concerts
EASY WIND BAND,Mr. Peabody's,concerts
Fry Katz,Nate's Garden Grill,concerts
Stone Horse,Second Wind Bar,concerts
Sometimes Julie- The Jackstones,Mr. Peabody's,concerts
Groove Mercenaries,Blackthorn Irish Pub (formerly Bay Hill Tavern),concerts
Alex Maz Music,The Kraken,concerts
PSYDECAR,Larry's Beach Club,concerts
Peter Hall,The Sanctuary Lounge,concerts
SOUL FIRE,Coyote Bar & Grill,concerts
The Soul Rebels Sound System featuring Talib Kweli,Belly Up,concerts
Tantrum,OMNIA San Diego,concerts
Tiffany Jane,Martinis Above Fourth | Table + Stage,concerts
Karl Denson,Del Mar Fairgrounds and Racetrack,concerts
Nikki Hill,San Diego Blues Fest,concerts
Tiffany Jane,Sheraton Harbor Island,concerts
SYNRGY,PB Cantina,concerts
Josie Day,Ther Rabbit,concerts
Tori Roze and The Hot Mess,Martinis Above Fourth | Table + Stage,concerts
David Patrone,The Sky Room Restaurant at La Valencia Hotel,concerts
Split Finger,710 Beach Club,concerts
Mango Habanero,710 Beach Club,concerts
Castletown,Winston's,concerts
Plow- Banjo Slim,Urban Solace,concerts
Psychic Vacuum,Bolt Brewery,concerts
Kimmi Bitter,Mr. Peabody's,concerts
LOVEDRIVE Scorpions Tribute- Dirt - The Music of Alice in Chains Tribute- Sonic Temple - A Tribute To The Cult- Stoned Temple Pilots,House Of Blues - San Diego,concerts
Savoy Brown,Ramona Mainstage,concerts
Ships Have Sailed,Chico Club,concerts
Chickenbone Slim,La Mesa Community Center,concerts
Black Market III,Main Tap Tavern,concerts
Debora Galan & Silk,"The Westgate Hotel, San Diego",concerts
Slower,Beaumont's Eatery,concerts
Uptown Rhythm Makers,Black Cat Bar,concerts
The Fremonts,Tio Leos,concerts
Bobby Detroit,Pal Joeys,concerts
The Naked I,Rook Bar,concerts
Groove Mercenaries,Blackthorn Irish Pub (formerly Bay Hill Tavern),concerts
Demon,True North,concerts
Kasey Coe and the Cohorts,Rook Bar,concerts
The Fuzz Junkies- Bat Lords- NSA no secrets anymore,Winston's,concerts
Adrienne Nims & Spirit Wind,Mr. Peabody's,concerts
FX5,Dirk's Niteclub,concerts
CEEKAY JONES,Mr. Peabody's,concerts
Psychic Vacuum,Bolt Brewery,concerts
Martin Coughlin,The Rancho Bernardo Library,concerts
K Phillips,Cal Coast Credit Union Open Air Theatre,concerts
Skyler Lutes,Mother's Saloon,concerts
Wes Cook Band,Moonshine Flats,concerts
Wes Cook Band,Moonshine Flats,concerts
KLAUS Waseem,PARQ,concerts
Killing The Messenger / (CD Release) / A New Challenger Approaches / Amaya Lights / Alive & Well / Essex Class / Mandala,SOMA,concerts
Soultry Monday with Tori Roze & The Hot Mess,Bar Pink,concerts
Silvermine,Harry Griffen Park,concerts
Danielle Tucker,Powerhouse Community Center,concerts
Soultry Monday with Tori Roze & The Hot Mess,Bar Pink,concerts
Chickenbone Slim,Proud Mary's Southern Bar and Grill,concerts
LOVEDRIVE Scorpions Tribute- Dirt - The Music of Alice in Chains Tribute- Sonic Temple - A Tribute To The Cult- Stoned Temple Pilots,House Of Blues - San Diego,concerts
Crucial Blend,Legacy Brewing Company,concerts
Layne Tadesse- Layne Tadesse Music- 7 SEAL DUB,U-31,concerts
"Geezer, Smells Like Nirvana, Hey! Ho! Let's Go!",Music Box,concerts
Mike Wojniak,De Oro Mine Co.,concerts
Boris,Casbah,concerts
Fixed Idea- The Amalgamated- Mochilero,The Kensington Club (aka Ken Club),concerts
Josie Day,Dirk's Niteclub,concerts
John Batdorf,Museum of Making Music,concerts
The Lovebirds (US),The Grassroots Oasis,concerts
Spades And Blades- Sight Unscene- A New Challenger Approaches- A Hero Within,Brick By Brick,concerts
Gus G- Angel Vivaldi- Dolan Brotherhood- RAMMOTH- Bred Dogs,Brick By Brick,concerts
SAINT VITUS- The Skull- Witch Mountain- The GREAT ELECTRIC QUEST,Brick By Brick,concerts
BELPHEGOR- Origin- SHINING- Abigail Williams- Dizaster Inc,Brick By Brick,concerts
Damage Inc- Cowgirls From Hell,Brick By Brick,concerts
THE VERIGOLDS - GARDEN ECHO,Soda Bar,concerts
Joe Cardillo,Herringbone,concerts
Joe Cardillo,Whiskey Girl,concerts
Dj Neato,The Stage Saloon,concerts
Vans Warped Tour 2016,Qualcomm Stadium,concerts
Anesha Rose,Hennessey's Tavern of La Jolla,concerts
Anesha Rose,Hennessey's Tavern of La Jolla,concerts
Skyler Lutes,Tin Roof,concerts
JETPACK,Dreamcatcher at Viejas Casino,concerts
Slapshot- Poison Idea- Bad Samaritans- Authentic Sellout- SYSTEMATIC ABUSE,Brick By Brick,concerts
United Country,Way Point Saloon,concerts
Astra Kelly,Hyatt Regency Mission Bay Spa and Marina,concerts
The Letters Home,De Oro Mine Co.,concerts
LOWGEAR,WorldBeat Cultural Center,concerts
Mid-Week Boogie,Bar Pink,concerts
Smooth Hound Smith- Dixie Chicks,Viejas Arena,concerts
The Star Bandits,Julian Station,concerts
Josie Day,Patrick's Irish Pub,concerts
SILVERMINE,Rook Bar,concerts
Patrick Howard Trampus Band (PHT),El Cajon Grand,concerts
Patrick Howard Trampus Band (PHT),De Oro Mine Co.,concerts
Pato Banton,Music Box,concerts
MIDNIGHT TRACK,Winston's,concerts
Sherwood,Brick By Brick,concerts
Brawley- Hot Rod Lincoln- Buzz Campbell- Mark Jackson Band,Belly Up,concerts
Tang Gang,Dreamcatcher at Viejas Casino,concerts
Selfish Giant,Gallagher's Pub,concerts
Danielle Tucker,Powerhouse Community Center,concerts
Tiffany Jane,Martinis Above Fourth | Table + Stage,concerts
QUEL BORDEL!,Dublin's Square Downtown,concerts
8:IM- ROCOCODE,Soda Bar,concerts
Dope,Brick By Brick,concerts
Skyler Lutes,Rookies Sports Bar & Grill,concerts
Steph Johnson,The Sky Room Restaurant at La Valencia Hotel,concerts
The Devastators,Del Mar Fairgrounds and Racetrack,concerts
Tori Roze and The Hot Mess,Sounds of Summer,concerts
Dark Tranquility,Brick By Brick,concerts
The Santana Brothers,San Diego Convention Center,concerts
Kathleen Murray,Indigo Del Mar | Ocean View Bar & Grill,concerts
New Way On,Soda Bar,concerts
Get Out More Tour Schedule 2016,Adventure 16,concerts
JB Saxx,Prohibition,concerts
Tiffany Jane,98 Bottles,concerts
Nikki Hill,San Diego Blues Fest,concerts
Dusty and The LoveNotes,Bolt Brewery,concerts
Tiffany Jane,98 Bottles,concerts
Josie Day,Manhattan Cocktail Lounge,concerts
HONEYHONEY w/ Korey Dane,Belly Up,concerts
Reverse Order,Qualcomm Stadium,concerts
Jerome Dawson & Wazabe Blue,Coyote Bar & Grill,concerts
FX5,El Cajon Grand,concerts
FX5,Dirk's Niteclub,concerts
FX5,Cheers Bar,concerts
HighMinded,Aztec Brewery,concerts
HighMinded,American Legion Post 416,concerts
Rosy Dawn Music- David Owen,Harrah's Resort Southern California,concerts
Debora Galan & Silk,"The Westgate Hotel, San Diego",concerts
Ships Have Sailed,Chico Club,concerts
Chickenbone Slim,La Mesa Community Center,concerts
Fixed Idea- The Amalgamated- Mochilero,The Kensington Club (aka Ken Club),concerts
Drummer Ryan Gio - Definitive Drumming Authority- Sticky Doll,Bancroft,concerts
Tiffany Jane,Grant Grill,concerts
Lovey James,Qualcomm Stadium,concerts
Wild Child - A Tribute To The Doors,House Of Blues - San Diego,concerts
Peter Hall,Bolt Brewery,concerts
Michael J. Dwyer,Hacienda Casa Blanca,concerts
Patrick Howard Trampus Band (PHT),Renegade,concerts
Patrick Howard Trampus Band (PHT),Renegade,concerts
Upstreammusic,Harbor Days Festival,concerts
Upstreammusic,City of El Cajon,concerts
Hipper,Belching Beaver Brewery,concerts
CROS ONE - Armory Massive- DJ Artistic- DJ JAM- DJ L- TRAMLIFE,Bar Pink,concerts
CROS ONE - Armory Massive- Mr. Hek,El Dorado,concerts
Astra Kelly,Ferry Landing Marketplace,concerts
Mr.Dee Jay,Harrah's Resort Southern California,concerts
Hot Mustard / Primary Element / Amigo,The Merrow,concerts
Casey Turner- sol remedy- Triloc,Mr. Peabody's,concerts
Big Daddy Orchestra- BARRY J.- Valerie Pierce,The Grand Del Mar Hotel,concerts
BARRY J.- Big Daddy Orchestra,The Grand Del Mar Hotel,concerts
Brandon Wildish,"Park Hyatt Aviara Resort, Golf Club & Spa",concerts
Brandon Wildish,"Park Hyatt Aviara Resort, Golf Club & Spa",concerts
Tori Roze and The Hot Mess,Kona Kai Resort San Diego,concerts
Mozzy,The Observatory North Park,concerts
Sahara Grim Quartet,Lestat's,concerts
Astra Kelly,The Tipsy Crow,concerts
Astra Kelly,Ferry Landing Marketplace,concerts
Astra Kelly,Belching Beaver Brewery,concerts
The Letters Home,De Oro Mine Co.,concerts
Astra Kelly,Hyatt Regency Mission Bay Spa and Marina,concerts
Sam Bybee,Prospect Bar and Grill,concerts
Mr.Dee Jay,East Village lot,concerts
The Donnis Trio,Fletcher Cove,concerts
DICE FOR LIGHTS- The Black Rose Phantoms- Hard Fall Hearts- CEEKAY JONES ®™ (Official Music Page),Til Two Club,concerts
Kimmi Bitter,Mr. Peabody's,concerts
Kimmi Bitter,Legacy Brewing Company,concerts
Ships Have Sailed,Chico Club,concerts
Chickenbone Slim,La Mesa Community Center,concerts
Joshua Thompson,Off Shore Tavern and Grill,concerts
Astra Kelly,Torrey Pines Glider Port,concerts
Joe Cardillo,Herringbone,concerts
Lee DeWyze- Savannah Philyaw- Wakey Wakey,Lestat's,concerts
Nicki Park- Sorrel Park Band,Field Irish Pub & Restaurant,concerts
Big Daddy Orchestra- BARRY J.- Valerie Pierce,The Grand Del Mar Hotel,concerts
Selfish Giant,Tin Roof,concerts
JON ZAMPESE,Kona Kai Resort San Diego,concerts
Selfish Giant,Good Guys Tavern,concerts
Sahara Grim Quartet,Lestat's,concerts
That Captain!,Davina's Cabo Grill & Cantina,concerts
Drummer Ryan Gio - Definitive Drumming Authority- Sticky Doll,Bancroft,concerts
Stacey Anne- ROADWORK,The Kraken,concerts
Michele Lundeen,Proud Mary's Southern Bar and Grill,concerts
David Patrone,The Sky Room Restaurant at La Valencia Hotel,concerts
Surly Bonds,De Oro Mine Co.,concerts
Luneaux,De Oro Mine Co.,concerts
The Younger Brothers,De Oro Mine Co.,concerts
Joe Cardillo,PRIVATE PARTY,concerts
Ren Harvieu & Romeo Stodart- ROJOR,W Hotel,concerts
The Lovebirds (US),The Grassroots Oasis,concerts
Chickenbone Slim,La Mesa Community Center,concerts
Debora Galan & Silk,"The Westgate Hotel, San Diego",concerts
Ships Have Sailed,Chico Club,concerts
Black Market III,Main Tap Tavern,concerts
Dj Neato,Onyx Room,concerts
Melinda Elena- Miss Melinda Elena- Melinda Elena Fan Club- Melinda Elena Street Team,Del Mar Fairgrounds and Racetrack,concerts
Mango Habanero,Hard Rock Cafe,concerts
Scott E. Berendt,Hard Rock Cafe,concerts
Podunk Nowhere,DiMille's Italian Restaurant,concerts
Podunk Nowhere,Sycamore Den,concerts
Maka Roots,PB Cantina,concerts
Skyler Lutes,The Tipsy Crow,concerts
Allison Adams Tucker- Bob Boss,"The Westgate Hotel, San Diego",concerts
Dusty and The LoveNotes,Bolt Brewery,concerts
Martin Coughlin,The Company Pub and Kitchen,concerts
Full Strength Funk Band,Tio Leos,concerts
Savannah Philyaw- Alexander Jean Mark Ballas & BC Jean- ALEXA,House Of Blues - San Diego,concerts
Astra Kelly,Torrey Pines Glider Port,concerts
Boris,Casbah,concerts
Anesha Rose,Hennessey's Tavern of La Jolla,concerts
Anesha Rose,Hennessey's Tavern of La Jolla,concerts
Joe Cardillo,The Rancho Bernardo Library,concerts
Murder of Five,House Of Blues - San Diego,concerts
Elisia Savoca,House Of Blues - San Diego,concerts
Brent Hollingworth,Cafe Bahia,concerts
Brent Hollingworth,Cafe Bahia,concerts
Blown Fuse,House Of Blues - San Diego,concerts
CEEKAY JONES ®™ (Official Music Page),Surf & Saddle,concerts
Castletown,Winston's,concerts
Reverse Order,Qualcomm Stadium,concerts
Jerome Dawson & Wazabe Blue,Coyote Bar & Grill,concerts
Lad's Holiday,710 Beach Club,concerts
"Damage Inc, Southern California's Tribute to Metallica- Cowgirls From Hell",Brick By Brick,concerts
Bayou Brothers - www.BAYOUBROTHERS.net,Humphrey's By The Bay Backstage Lounge,concerts
Bayou Brothers - www.BAYOUBROTHERS.net,Seaport Village,concerts
Give Me Back My Wig,San Vicente Resort,concerts
Blown Fuse,Dani P's Cork and Tap,concerts
That Captain!,Legacy Brewing Company,concerts
Hard Fall Hearts,710 Beach Club,concerts
Joe Cardillo,Herringbone,concerts
Josie Day,Dirk's Niteclub,concerts
Pato Banton and The Now Generation,Diamond Jims,concerts
Michele Lundeen,Proud Mary's Southern Bar and Grill,concerts
Lovey James,Qualcomm Stadium,concerts
Drummer Ryan Gio - Definitive Drumming Authority- Sticky Doll,Bancroft,concerts
5Quad,House Of Blues - San Diego,concerts
Melinda Elena- Miss Melinda Elena- Melinda Elena Fan Club- Melinda Elena Street Team,Del Mar Fairgrounds and Racetrack,concerts
Sam Pace,The Salty Frog,concerts
The Conversation,Good Guys Tavern,concerts
Joe Cardillo,Whiskey Girl,concerts
Chuck Allen- Boogiexpress,San Vicente Resort,concerts
CYKA,The Go Lounge,concerts
Nicki Park- Sorrel Park Band,Field Irish Pub & Restaurant,concerts
Rhea Makiaris,Bourbon Street,concerts
Lee DeWyze- Savannah Philyaw- Wakey Wakey,Lestat's,concerts
SOUL FIRE,The Kraken,concerts
Stone Horse,Second Wind Bar,concerts
JETPACK,Dreamcatcher at Viejas Casino,concerts
Peter Hall,Belching Beaver Brewery,concerts
Elisia Savoca,House Of Blues - San Diego,concerts
Blown Fuse,House Of Blues - San Diego,concerts
Demon,True North,concerts
Adrienne Nims & Spirit Wind,Mr. Peabody's,concerts
Trackdown,Pal Joeys,concerts
The Fuzz Junkies- Bat Lords- NSA no secrets anymore,Winston's,concerts
Kasey Coe and the Cohorts,Rook Bar,concerts
LOWGEAR,WorldBeat Cultural Center,concerts
Tori Roze and The Hot Mess,Martinis Above Fourth | Table + Stage,concerts
Astra Kelly,Torrey Pines Glider Port,concerts
Smooth Hound Smith- Dixie Chicks,Viejas Arena,concerts
Black Market III,De Oro Mine Co.,concerts
Mango Habanero,Hard Rock Cafe,concerts
Psychic Vacuum,Bolt Brewery,concerts
FX5,Dirk's Niteclub,concerts
Josie Day,California Sol,concerts
Astra Kelly,Hyatt Regency Mission Bay Spa and Marina,concerts
Sam Bybee,Prospect Bar and Grill,concerts
Mr.Dee Jay,East Village lot,concerts
Goldawn Won- THE UNIVERSE.,Winston's,concerts
SantanaWays,Tio Leos,concerts
Patrick Yandall,Harrah's Resort Southern California,concerts
Josie Day,Qualcomm Stadium,concerts
Tank and The Bangas,De Oro Mine Co.,concerts
Miss Lana Rebel,Black Cat Bar,concerts
Stacey Anne- ROADWORK,The Kraken,concerts
Stone Horse,Cafe Bahia,concerts
Astra Kelly,The Rancho Bernardo Library,concerts
Sabrina Petrini,Rich's,concerts
Grim Slippers,Mother's Saloon,concerts
The Gold Standard,Coyote Bar & Grill,concerts
Sometimes Julie- The Jackstones,Mr. Peabody's,concerts
Joshua Thompson,Off Shore Tavern and Grill,concerts
Mid-Week Boogie,Bar Pink,concerts
Flight 42,Rook Bar,concerts
Black Market III,De Oro Mine Co.,concerts
Michele Lundeen,Humphrey's By The Bay Backstage Lounge,concerts
Tori Roze and The Hot Mess,Martinis Above Fourth | Table + Stage,concerts
Tiffany Jane,Sheraton Harbor Island,concerts
SYNRGY,PB Cantina,concerts
Del Rio,Way Point Saloon,concerts
Del Rio,Way Point Saloon,concerts
Susan Anders- Tom Manche- Tom Baird,Rebecca's Coffee House,concerts
Give Me Back My Wig,San Vicente Resort,concerts
Give Me Back My Wig,San Vicente Resort,concerts
Ruben De Anda,Tommy V's Urban Kitchen & Bar,concerts
Peter Hall,Belching Beaver Brewery,concerts
Mango Habanero,Hard Rock Cafe,concerts
Kimmi Bitter,Pour House Oceanside,concerts
Jazz Guitar Masters,Embarcadero Marina Park South,concerts
T2wice,Qualcomm Stadium,concerts
The Yes Team,De Oro Mine Co.,concerts
Goldawn Won- THE UNIVERSE.,Winston's,concerts
Tank and The Bangas,De Oro Mine Co.,concerts
Miss Lana Rebel,Black Cat Bar,concerts
Joe Cardillo,PRIVATE PARTY,concerts
Allison Adams Tucker,San Diego County Library - Encinitas Branch,concerts
Michele Lundeen,Humphrey's By The Bay Backstage Lounge,concerts
Del Rio,Way Point Saloon,concerts
Del Rio,Way Point Saloon,concerts
Give Me Back My Wig,San Vicente Resort,concerts
Full Strength Funk Band,Gallagher's Pub,concerts
Give Me Back My Wig,San Vicente Resort,concerts
Mos Generator / the Great Electric Quest / Desert Suns / Space Wax,The Merrow,concerts
DICE FOR LIGHTS- The Black Rose Phantoms- Hard Fall Hearts- CEEKAY JONES ®™ (Official Music Page),Til Two Club,concerts
CUSTARD PIE,Mr. Peabody's,concerts
David Allan Coe,Ramona Mainstage,concerts
